provider,ride_year,month,hour,gender,user_type,trip_count,avg_duration
bluebikes,2017,6,0,1,Subscriber,737,24.81367707
bluebikes,2017,6,0,2,Subscriber,151,41.87834437
bluebikes,2017,6,0,NULL,Customer,352,71.28261364
bluebikes,2017,6,0,NULL,Subscriber,12,40.01
bluebikes,2017,6,1,1,Subscriber,442,16.72063348
bluebikes,2017,6,1,2,Subscriber,49,13.71040816
bluebikes,2017,6,1,NULL,Customer,236,88.09966102
bluebikes,2017,6,1,NULL,Subscriber,13,28.65615385
bluebikes,2017,6,2,1,Subscriber,271,11.81166052
bluebikes,2017,6,2,2,Subscriber,37,12.12459459
bluebikes,2017,6,2,NULL,Customer,169,169.8395858
bluebikes,2017,6,2,NULL,Subscriber,10,34.686
bluebikes,2017,6,3,1,Subscriber,104,13.70605769
bluebikes,2017,6,3,2,Subscriber,8,13.09
bluebikes,2017,6,3,NULL,Customer,51,147.7496078
bluebikes,2017,6,3,NULL,Subscriber,7,46.96
bluebikes,2017,6,4,1,Subscriber,135,13.12125926
bluebikes,2017,6,4,2,Subscriber,16,42.305625
bluebikes,2017,6,4,NULL,Customer,18,106.21
bluebikes,2017,6,4,NULL,Subscriber,6,34.095
bluebikes,2017,6,5,1,Subscriber,608,11.09942434
bluebikes,2017,6,5,2,Subscriber,280,12.71778571
bluebikes,2017,6,5,NULL,Customer,88,57.77681818
bluebikes,2017,6,5,NULL,Subscriber,8,38.55625
bluebikes,2017,6,6,1,Subscriber,2450,11.22505306
bluebikes,2017,6,6,2,Subscriber,816,30.2603799
bluebikes,2017,6,6,NULL,Customer,184,33.51804348
bluebikes,2017,6,6,NULL,Subscriber,11,20.50818182
bluebikes,2017,6,7,1,Subscriber,6491,12.5874041
bluebikes,2017,6,7,2,Subscriber,1973,15.40560568
bluebikes,2017,6,7,NULL,Customer,526,29.14475285
bluebikes,2017,6,7,NULL,Subscriber,33,15.60484848
bluebikes,2017,6,8,1,Subscriber,10813,12.82095441
bluebikes,2017,6,8,2,Subscriber,3902,15.35188877
bluebikes,2017,6,8,NULL,Customer,887,26.52594138
bluebikes,2017,6,8,NULL,Subscriber,45,30.014
bluebikes,2017,6,9,1,Subscriber,5747,12.09357752
bluebikes,2017,6,9,2,Subscriber,1931,13.54221647
bluebikes,2017,6,9,NULL,Customer,1112,37.33129496
bluebikes,2017,6,9,NULL,Subscriber,24,14.26541667
bluebikes,2017,6,10,1,Subscriber,3561,12.0806178
bluebikes,2017,6,10,2,Subscriber,1164,14.6680756
bluebikes,2017,6,10,NULL,Customer,1501,50.87437708
bluebikes,2017,6,10,NULL,Subscriber,22,18.45045455
bluebikes,2017,6,11,1,Subscriber,3797,13.06572294
bluebikes,2017,6,11,2,Subscriber,1279,14.51850665
bluebikes,2017,6,11,NULL,Customer,2080,57.69207212
bluebikes,2017,6,11,NULL,Subscriber,20,18.1225
bluebikes,2017,6,12,1,Subscriber,4602,12.41947631
bluebikes,2017,6,12,2,Subscriber,1486,22.00152086
bluebikes,2017,6,12,NULL,Customer,2368,48.22961571
bluebikes,2017,6,12,NULL,Subscriber,25,15.3508
bluebikes,2017,6,13,1,Subscriber,4508,12.3641992
bluebikes,2017,6,13,2,Subscriber,1525,14.03428197
bluebikes,2017,6,13,NULL,Customer,2756,46.93469884
bluebikes,2017,6,13,NULL,Subscriber,24,14.96666667
bluebikes,2017,6,14,1,Subscriber,4148,12.7206244
bluebikes,2017,6,14,2,Subscriber,1471,15.1346295
bluebikes,2017,6,14,NULL,Customer,2778,43.28101872
bluebikes,2017,6,14,NULL,Subscriber,21,17.32190476
bluebikes,2017,6,15,1,Subscriber,5296,12.93219411
bluebikes,2017,6,15,2,Subscriber,1801,14.53173237
bluebikes,2017,6,15,NULL,Customer,2747,49.61848926
bluebikes,2017,6,15,NULL,Subscriber,31,16.4716129
bluebikes,2017,6,16,1,Subscriber,8630,13.78852607
bluebikes,2017,6,16,2,Subscriber,2435,15.8606078
bluebikes,2017,6,16,NULL,Customer,2787,40.65916398
bluebikes,2017,6,16,NULL,Subscriber,36,15.91083333
bluebikes,2017,6,17,1,Subscriber,11572,17.63508382
bluebikes,2017,6,17,2,Subscriber,3852,15.80788941
bluebikes,2017,6,17,NULL,Customer,2795,44.98128086
bluebikes,2017,6,17,NULL,Subscriber,37,18.66891892
bluebikes,2017,6,18,1,Subscriber,8301,13.76586194
bluebikes,2017,6,18,2,Subscriber,2810,18.07827758
bluebikes,2017,6,18,NULL,Customer,2469,47.56818955
bluebikes,2017,6,18,NULL,Subscriber,57,19.49157895
bluebikes,2017,6,19,1,Subscriber,5716,13.08273968
bluebikes,2017,6,19,2,Subscriber,1947,14.39325629
bluebikes,2017,6,19,NULL,Customer,1878,36.74786475
bluebikes,2017,6,19,NULL,Subscriber,32,21.1746875
bluebikes,2017,6,20,1,Subscriber,4305,13.49689431
bluebikes,2017,6,20,2,Subscriber,1353,14.7952476
bluebikes,2017,6,20,NULL,Customer,1292,36.03311146
bluebikes,2017,6,20,NULL,Subscriber,34,18.48088235
bluebikes,2017,6,21,1,Subscriber,2799,13.07157556
bluebikes,2017,6,21,2,Subscriber,819,16.37852259
bluebikes,2017,6,21,NULL,Customer,820,35.67581707
bluebikes,2017,6,21,NULL,Subscriber,25,22.2328
bluebikes,2017,6,22,1,Subscriber,2012,22.72210239
bluebikes,2017,6,22,2,Subscriber,563,14.27158082
bluebikes,2017,6,22,NULL,Customer,722,58.24229917
bluebikes,2017,6,22,NULL,Subscriber,27,41.09851852
bluebikes,2017,6,23,1,Subscriber,1275,12.8544549
bluebikes,2017,6,23,2,Subscriber,288,31.86197917
bluebikes,2017,6,23,NULL,Customer,438,42.87216895
bluebikes,2017,6,23,NULL,Subscriber,20,20.9235
bluebikes,2017,7,0,1,Subscriber,918,14.49770153
bluebikes,2017,7,0,2,Subscriber,188,11.25691489
bluebikes,2017,7,0,NULL,Customer,351,193.3120228
bluebikes,2017,7,0,NULL,Subscriber,13,46.07461538
bluebikes,2017,7,1,1,Subscriber,507,13.90045365
bluebikes,2017,7,1,2,Subscriber,101,12.63762376
bluebikes,2017,7,1,NULL,Customer,283,63.3430742
bluebikes,2017,7,1,NULL,Subscriber,15,33.95466667
bluebikes,2017,7,2,1,Subscriber,315,11.83304762
bluebikes,2017,7,2,2,Subscriber,54,12.96611111
bluebikes,2017,7,2,NULL,Customer,171,75.27017544
bluebikes,2017,7,2,NULL,Subscriber,8,338.855
bluebikes,2017,7,3,1,Subscriber,155,26.37012903
bluebikes,2017,7,3,2,Subscriber,18,11.32111111
bluebikes,2017,7,3,NULL,Customer,76,139.8153947
bluebikes,2017,7,3,NULL,Subscriber,7,42.59285714
bluebikes,2017,7,4,1,Subscriber,222,13.89689189
bluebikes,2017,7,4,2,Subscriber,43,16.07209302
bluebikes,2017,7,4,NULL,Customer,46,33.79130435
bluebikes,2017,7,4,NULL,Subscriber,5,36.708
bluebikes,2017,7,5,1,Subscriber,694,10.9578098
bluebikes,2017,7,5,2,Subscriber,309,14.57355987
bluebikes,2017,7,5,NULL,Customer,57,259.4598246
bluebikes,2017,7,5,NULL,Subscriber,11,28.24818182
bluebikes,2017,7,6,1,Subscriber,2405,11.49257796
bluebikes,2017,7,6,2,Subscriber,841,13.81411415
bluebikes,2017,7,6,NULL,Customer,205,69.6477561
bluebikes,2017,7,6,NULL,Subscriber,7,43.44
bluebikes,2017,7,7,1,Subscriber,6209,11.86282171
bluebikes,2017,7,7,2,Subscriber,2083,15.58104177
bluebikes,2017,7,7,NULL,Customer,462,29.65114719
bluebikes,2017,7,7,NULL,Subscriber,44,14.20931818
bluebikes,2017,7,8,1,Subscriber,10239,12.86099717
bluebikes,2017,7,8,2,Subscriber,3726,15.05108964
bluebikes,2017,7,8,NULL,Customer,909,55.11041804
bluebikes,2017,7,8,NULL,Subscriber,84,17.94559524
bluebikes,2017,7,9,1,Subscriber,5483,12.00603502
bluebikes,2017,7,9,2,Subscriber,1882,14.67074389
bluebikes,2017,7,9,NULL,Customer,1296,38.58733796
bluebikes,2017,7,9,NULL,Subscriber,31,21.94709677
bluebikes,2017,7,10,1,Subscriber,3848,12.07386694
bluebikes,2017,7,10,2,Subscriber,1336,17.05897455
bluebikes,2017,7,10,NULL,Customer,2100,53.99406667
bluebikes,2017,7,10,NULL,Subscriber,39,15.70333333
bluebikes,2017,7,11,1,Subscriber,4077,12.41011773
bluebikes,2017,7,11,2,Subscriber,1422,14.82604079
bluebikes,2017,7,11,NULL,Customer,2850,55.43907368
bluebikes,2017,7,11,NULL,Subscriber,33,15.11787879
bluebikes,2017,7,12,1,Subscriber,4918,12.01110614
bluebikes,2017,7,12,2,Subscriber,1651,14.79662023
bluebikes,2017,7,12,NULL,Customer,3309,43.84453309
bluebikes,2017,7,12,NULL,Subscriber,33,18.39606061
bluebikes,2017,7,13,1,Subscriber,4554,12.14649758
bluebikes,2017,7,13,2,Subscriber,1632,14.35359069
bluebikes,2017,7,13,NULL,Customer,3692,41.1860428
bluebikes,2017,7,13,NULL,Subscriber,33,17.45424242
bluebikes,2017,7,14,1,Subscriber,4478,12.14338767
bluebikes,2017,7,14,2,Subscriber,1523,18.38200263
bluebikes,2017,7,14,NULL,Customer,3506,40.6594324
bluebikes,2017,7,14,NULL,Subscriber,27,20.55333333
bluebikes,2017,7,15,1,Subscriber,5175,12.55741063
bluebikes,2017,7,15,2,Subscriber,1811,15.08279956
bluebikes,2017,7,15,NULL,Customer,3812,46.30162907
bluebikes,2017,7,15,NULL,Subscriber,49,19.0622449
bluebikes,2017,7,16,1,Subscriber,8227,12.68696852
bluebikes,2017,7,16,2,Subscriber,2576,15.28251165
bluebikes,2017,7,16,NULL,Customer,3686,39.20442485
bluebikes,2017,7,16,NULL,Subscriber,39,14.59102564
bluebikes,2017,7,17,1,Subscriber,11810,13.41691194
bluebikes,2017,7,17,2,Subscriber,4036,15.14109019
bluebikes,2017,7,17,NULL,Customer,3426,45.20652656
bluebikes,2017,7,17,NULL,Subscriber,58,22.63965517
bluebikes,2017,7,18,1,Subscriber,8613,17.10325206
bluebikes,2017,7,18,2,Subscriber,2995,16.38126544
bluebikes,2017,7,18,NULL,Customer,3053,60.05403865
bluebikes,2017,7,18,NULL,Subscriber,47,19.05
bluebikes,2017,7,19,1,Subscriber,5974,15.06104955
bluebikes,2017,7,19,2,Subscriber,2142,16.02597106
bluebikes,2017,7,19,NULL,Customer,2353,40.03718232
bluebikes,2017,7,19,NULL,Subscriber,25,50.6012
bluebikes,2017,7,20,1,Subscriber,4517,12.7914213
bluebikes,2017,7,20,2,Subscriber,1494,14.40841365
bluebikes,2017,7,20,NULL,Customer,1758,68.92154721
bluebikes,2017,7,20,NULL,Subscriber,43,17.24395349
bluebikes,2017,7,21,1,Subscriber,3316,12.66391435
bluebikes,2017,7,21,2,Subscriber,1027,20.183963
bluebikes,2017,7,21,NULL,Customer,1287,31.12487956
bluebikes,2017,7,21,NULL,Subscriber,27,17.73666667
bluebikes,2017,7,22,1,Subscriber,2453,13.70233999
bluebikes,2017,7,22,2,Subscriber,615,14.5960813
bluebikes,2017,7,22,NULL,Customer,942,46.49382166
bluebikes,2017,7,22,NULL,Subscriber,32,32.270625
bluebikes,2017,7,23,1,Subscriber,1768,12.90711538
bluebikes,2017,7,23,2,Subscriber,405,14.98466667
bluebikes,2017,7,23,NULL,Customer,690,37.9353913
bluebikes,2017,7,23,NULL,Subscriber,18,33.25555556
bluebikes,2017,8,0,1,Subscriber,863,14.29251448
bluebikes,2017,8,0,2,Subscriber,155,17.47703226
bluebikes,2017,8,0,NULL,Customer,290,42.20865517
bluebikes,2017,8,0,NULL,Subscriber,16,33.714375
bluebikes,2017,8,1,1,Subscriber,536,13.80682836
bluebikes,2017,8,1,2,Subscriber,66,12.47257576
bluebikes,2017,8,1,NULL,Customer,214,96.4678972
bluebikes,2017,8,1,NULL,Subscriber,8,29.70875
bluebikes,2017,8,2,1,Subscriber,334,31.33260479
bluebikes,2017,8,2,2,Subscriber,47,9.810425532
bluebikes,2017,8,2,NULL,Customer,165,76.3890303
bluebikes,2017,8,2,NULL,Subscriber,2,33.705
bluebikes,2017,8,3,1,Subscriber,136,13.68477941
bluebikes,2017,8,3,2,Subscriber,17,15.43823529
bluebikes,2017,8,3,NULL,Customer,56,166.5044643
bluebikes,2017,8,3,NULL,Subscriber,5,58.808
bluebikes,2017,8,4,1,Subscriber,207,15.98004831
bluebikes,2017,8,4,2,Subscriber,39,13.09
bluebikes,2017,8,4,NULL,Customer,39,33.29846154
bluebikes,2017,8,4,NULL,Subscriber,5,45.688
bluebikes,2017,8,5,1,Subscriber,693,10.40248196
bluebikes,2017,8,5,2,Subscriber,266,11.6706391
bluebikes,2017,8,5,NULL,Customer,29,30.48448276
bluebikes,2017,8,5,NULL,Subscriber,1,14.2
bluebikes,2017,8,6,1,Subscriber,2746,11.44471959
bluebikes,2017,8,6,2,Subscriber,1027,12.12184031
bluebikes,2017,8,6,NULL,Customer,154,32.50980519
bluebikes,2017,8,6,NULL,Subscriber,17,19.31529412
bluebikes,2017,8,7,1,Subscriber,7888,12.17717546
bluebikes,2017,8,7,2,Subscriber,2705,14.04209982
bluebikes,2017,8,7,NULL,Customer,374,30.19743316
bluebikes,2017,8,7,NULL,Subscriber,55,14.13690909
bluebikes,2017,8,8,1,Subscriber,12689,11.8643384
bluebikes,2017,8,8,2,Subscriber,4470,13.80325951
bluebikes,2017,8,8,NULL,Customer,824,33.06849515
bluebikes,2017,8,8,NULL,Subscriber,82,17.32329268
bluebikes,2017,8,9,1,Subscriber,6650,11.5210391
bluebikes,2017,8,9,2,Subscriber,2330,13.23533906
bluebikes,2017,8,9,NULL,Customer,1239,44.39060533
bluebikes,2017,8,9,NULL,Subscriber,45,19.58644444
bluebikes,2017,8,10,1,Subscriber,4432,12.45926895
bluebikes,2017,8,10,2,Subscriber,1561,14.55534273
bluebikes,2017,8,10,NULL,Customer,1880,42.12233511
bluebikes,2017,8,10,NULL,Subscriber,31,15.50741935
bluebikes,2017,8,11,1,Subscriber,4442,11.96761144
bluebikes,2017,8,11,2,Subscriber,1601,16.80178014
bluebikes,2017,8,11,NULL,Customer,2471,48.48156617
bluebikes,2017,8,11,NULL,Subscriber,38,16.85657895
bluebikes,2017,8,12,1,Subscriber,5663,12.43408441
bluebikes,2017,8,12,2,Subscriber,1885,14.19813793
bluebikes,2017,8,12,NULL,Customer,2795,42.09420751
bluebikes,2017,8,12,NULL,Subscriber,34,23.30441176
bluebikes,2017,8,13,1,Subscriber,5233,12.03325817
bluebikes,2017,8,13,2,Subscriber,1836,15.79576797
bluebikes,2017,8,13,NULL,Customer,2989,54.07986618
bluebikes,2017,8,13,NULL,Subscriber,33,18.56575758
bluebikes,2017,8,14,1,Subscriber,5160,17.16821899
bluebikes,2017,8,14,2,Subscriber,1789,15.59687535
bluebikes,2017,8,14,NULL,Customer,3124,39.02850832
bluebikes,2017,8,14,NULL,Subscriber,28,29.245
bluebikes,2017,8,15,1,Subscriber,5850,13.07541026
bluebikes,2017,8,15,2,Subscriber,2105,17.87488836
bluebikes,2017,8,15,NULL,Customer,3140,36.28144904
bluebikes,2017,8,15,NULL,Subscriber,46,17.44586957
bluebikes,2017,8,16,1,Subscriber,9963,12.99092643
bluebikes,2017,8,16,2,Subscriber,3260,18.61119632
bluebikes,2017,8,16,NULL,Customer,3238,45.89889129
bluebikes,2017,8,16,NULL,Subscriber,48,17.41979167
bluebikes,2017,8,17,1,Subscriber,13865,13.15848467
bluebikes,2017,8,17,2,Subscriber,4848,14.47895833
bluebikes,2017,8,17,NULL,Customer,3243,35.83925069
bluebikes,2017,8,17,NULL,Subscriber,79,16.38265823
bluebikes,2017,8,18,1,Subscriber,9864,13.96301399
bluebikes,2017,8,18,2,Subscriber,3500,15.71514857
bluebikes,2017,8,18,NULL,Customer,2650,43.87715472
bluebikes,2017,8,18,NULL,Subscriber,46,14.93565217
bluebikes,2017,8,19,1,Subscriber,6912,12.82618056
bluebikes,2017,8,19,2,Subscriber,2501,14.89315474
bluebikes,2017,8,19,NULL,Customer,1941,33.65433797
bluebikes,2017,8,19,NULL,Subscriber,53,15.88188679
bluebikes,2017,8,20,1,Subscriber,4638,12.59244071
bluebikes,2017,8,20,2,Subscriber,1458,15.04932099
bluebikes,2017,8,20,NULL,Customer,1249,49.51483587
bluebikes,2017,8,20,NULL,Subscriber,38,12.71026316
bluebikes,2017,8,21,1,Subscriber,3246,12.47097967
bluebikes,2017,8,21,2,Subscriber,906,13.6740287
bluebikes,2017,8,21,NULL,Customer,899,36.2023693
bluebikes,2017,8,21,NULL,Subscriber,41,15.47487805
bluebikes,2017,8,22,1,Subscriber,2540,12.09872835
bluebikes,2017,8,22,2,Subscriber,669,19.2767713
bluebikes,2017,8,22,NULL,Customer,772,34.49190415
bluebikes,2017,8,22,NULL,Subscriber,25,19.7192
bluebikes,2017,8,23,1,Subscriber,1586,16.17663304
bluebikes,2017,8,23,2,Subscriber,380,12.42952632
bluebikes,2017,8,23,NULL,Customer,520,40.14801923
bluebikes,2017,8,23,NULL,Subscriber,23,25.24130435
bluebikes,2017,9,0,1,Subscriber,856,11.76869159
bluebikes,2017,9,0,2,Subscriber,181,11.31209945
bluebikes,2017,9,0,NULL,Customer,205,46.33458537
bluebikes,2017,9,0,NULL,Subscriber,12,18.28833333
bluebikes,2017,9,1,1,Subscriber,568,12.73355634
bluebikes,2017,9,1,2,Subscriber,99,10.40959596
bluebikes,2017,9,1,NULL,Customer,139,114.4642446
bluebikes,2017,9,1,NULL,Subscriber,2,25.43
bluebikes,2017,9,2,1,Subscriber,321,13.27155763
bluebikes,2017,9,2,2,Subscriber,48,9.783958333
bluebikes,2017,9,2,NULL,Customer,99,62.67505051
bluebikes,2017,9,2,NULL,Subscriber,5,12.544
bluebikes,2017,9,3,1,Subscriber,119,10.00722689
bluebikes,2017,9,3,2,Subscriber,13,10.73
bluebikes,2017,9,3,NULL,Customer,44,113.8004545
bluebikes,2017,9,3,NULL,Subscriber,6,9.148333333
bluebikes,2017,9,4,1,Subscriber,139,12.40661871
bluebikes,2017,9,4,2,Subscriber,40,14.08525
bluebikes,2017,9,4,NULL,Customer,27,758.6548148
bluebikes,2017,9,4,NULL,Subscriber,2,40.285
bluebikes,2017,9,5,1,Subscriber,617,12.92139384
bluebikes,2017,9,5,2,Subscriber,202,11.28955446
bluebikes,2017,9,5,NULL,Customer,25,44.3164
bluebikes,2017,9,5,NULL,Subscriber,3,24.67333333
bluebikes,2017,9,6,1,Subscriber,2238,10.92795353
bluebikes,2017,9,6,2,Subscriber,823,12.37426488
bluebikes,2017,9,6,NULL,Customer,84,36.12190476
bluebikes,2017,9,6,NULL,Subscriber,5,24.078
bluebikes,2017,9,7,1,Subscriber,6593,11.76951464
bluebikes,2017,9,7,2,Subscriber,2239,19.33569004
bluebikes,2017,9,7,NULL,Customer,281,45.6958363
bluebikes,2017,9,7,NULL,Subscriber,36,16.14222222
bluebikes,2017,9,8,1,Subscriber,10495,11.82930824
bluebikes,2017,9,8,2,Subscriber,3867,13.94042152
bluebikes,2017,9,8,NULL,Customer,551,33.11707804
bluebikes,2017,9,8,NULL,Subscriber,98,15.2694898
bluebikes,2017,9,9,1,Subscriber,6027,11.67055749
bluebikes,2017,9,9,2,Subscriber,2056,12.78747568
bluebikes,2017,9,9,NULL,Customer,781,35.71542894
bluebikes,2017,9,9,NULL,Subscriber,35,16.35685714
bluebikes,2017,9,10,1,Subscriber,4088,12.12575832
bluebikes,2017,9,10,2,Subscriber,1419,14.87541931
bluebikes,2017,9,10,NULL,Customer,1214,40.79125206
bluebikes,2017,9,10,NULL,Subscriber,32,16.01125
bluebikes,2017,9,11,1,Subscriber,4379,11.80427495
bluebikes,2017,9,11,2,Subscriber,1533,13.82545988
bluebikes,2017,9,11,NULL,Customer,1723,55.10336042
bluebikes,2017,9,11,NULL,Subscriber,52,24.40192308
bluebikes,2017,9,12,1,Subscriber,5188,12.29060717
bluebikes,2017,9,12,2,Subscriber,1842,13.67932682
bluebikes,2017,9,12,NULL,Customer,1885,53.06854642
bluebikes,2017,9,12,NULL,Subscriber,56,22.98160714
bluebikes,2017,9,13,1,Subscriber,4893,13.20642959
bluebikes,2017,9,13,2,Subscriber,1878,13.81372204
bluebikes,2017,9,13,NULL,Customer,2080,48.2605625
bluebikes,2017,9,13,NULL,Subscriber,68,17.73779412
bluebikes,2017,9,14,1,Subscriber,5072,11.97237973
bluebikes,2017,9,14,2,Subscriber,1888,14.20291314
bluebikes,2017,9,14,NULL,Customer,2224,38.98027428
bluebikes,2017,9,14,NULL,Subscriber,50,17.2222
bluebikes,2017,9,15,1,Subscriber,5738,12.49566399
bluebikes,2017,9,15,2,Subscriber,2201,17.36073149
bluebikes,2017,9,15,NULL,Customer,2254,41.23898403
bluebikes,2017,9,15,NULL,Subscriber,59,19.10830508
bluebikes,2017,9,16,1,Subscriber,9717,12.31428321
bluebikes,2017,9,16,2,Subscriber,3107,15.33112971
bluebikes,2017,9,16,NULL,Customer,2288,32.82836976
bluebikes,2017,9,16,NULL,Subscriber,91,19.38307692
bluebikes,2017,9,17,1,Subscriber,12198,13.20590835
bluebikes,2017,9,17,2,Subscriber,4351,15.10051712
bluebikes,2017,9,17,NULL,Customer,2304,35.21867188
bluebikes,2017,9,17,NULL,Subscriber,111,17.25855856
bluebikes,2017,9,18,1,Subscriber,8982,12.75581608
bluebikes,2017,9,18,2,Subscriber,3215,14.89006221
bluebikes,2017,9,18,NULL,Customer,1798,68.46756952
bluebikes,2017,9,18,NULL,Subscriber,95,16.55063158
bluebikes,2017,9,19,1,Subscriber,6062,12.10829924
bluebikes,2017,9,19,2,Subscriber,1950,13.09772821
bluebikes,2017,9,19,NULL,Customer,999,30.08326326
bluebikes,2017,9,19,NULL,Subscriber,55,18.16836364
bluebikes,2017,9,20,1,Subscriber,4286,11.73905973
bluebikes,2017,9,20,2,Subscriber,1192,13.0340604
bluebikes,2017,9,20,NULL,Customer,600,61.57368333
bluebikes,2017,9,20,NULL,Subscriber,33,23.83484848
bluebikes,2017,9,21,1,Subscriber,3073,12.44494956
bluebikes,2017,9,21,2,Subscriber,915,12.74127869
bluebikes,2017,9,21,NULL,Customer,538,72.98684015
bluebikes,2017,9,21,NULL,Subscriber,28,25.89785714
bluebikes,2017,9,22,1,Subscriber,2288,12.11171329
bluebikes,2017,9,22,2,Subscriber,642,12.47587227
bluebikes,2017,9,22,NULL,Customer,519,68.11703276
bluebikes,2017,9,22,NULL,Subscriber,23,23.46826087
bluebikes,2017,9,23,1,Subscriber,1476,12.18885501
bluebikes,2017,9,23,2,Subscriber,338,13.65156805
bluebikes,2017,9,23,NULL,Customer,300,89.13873333
bluebikes,2017,9,23,NULL,Subscriber,15,17.802
bluebikes,2017,10,0,1,Subscriber,909,16.00633663
bluebikes,2017,10,0,2,Subscriber,222,13.23346847
bluebikes,2017,10,0,NULL,Customer,152,155.2974342
bluebikes,2017,10,0,NULL,Subscriber,5,21.558
bluebikes,2017,10,1,1,Subscriber,642,16.01082555
bluebikes,2017,10,1,2,Subscriber,94,10.96595745
bluebikes,2017,10,1,NULL,Customer,185,255.0976216
bluebikes,2017,10,1,NULL,Subscriber,9,10.24222222
bluebikes,2017,10,2,1,Subscriber,417,12.50841727
bluebikes,2017,10,2,2,Subscriber,57,11.23701754
bluebikes,2017,10,2,NULL,Customer,129,58.91565891
bluebikes,2017,10,2,NULL,Subscriber,8,13.26625
bluebikes,2017,10,3,1,Subscriber,149,17.79637584
bluebikes,2017,10,3,2,Subscriber,28,14.22428571
bluebikes,2017,10,3,NULL,Customer,44,71.59340909
bluebikes,2017,10,3,NULL,Subscriber,3,41.91666667
bluebikes,2017,10,4,1,Subscriber,150,37.83033333
bluebikes,2017,10,4,2,Subscriber,25,15.0948
bluebikes,2017,10,4,NULL,Customer,31,105.7374194
bluebikes,2017,10,4,NULL,Subscriber,2,2.135
bluebikes,2017,10,5,1,Subscriber,630,14.85885714
bluebikes,2017,10,5,2,Subscriber,238,11.09810924
bluebikes,2017,10,5,NULL,Customer,31,301.7870968
bluebikes,2017,10,5,NULL,Subscriber,3,8.056666667
bluebikes,2017,10,6,1,Subscriber,2083,10.79046087
bluebikes,2017,10,6,2,Subscriber,789,12.49087452
bluebikes,2017,10,6,NULL,Customer,75,112.5588
bluebikes,2017,10,6,NULL,Subscriber,3,15.69
bluebikes,2017,10,7,1,Subscriber,6632,11.60591677
bluebikes,2017,10,7,2,Subscriber,2097,15.04656175
bluebikes,2017,10,7,NULL,Customer,291,84.82429553
bluebikes,2017,10,7,NULL,Subscriber,64,14.68859375
bluebikes,2017,10,8,1,Subscriber,10737,11.7393555
bluebikes,2017,10,8,2,Subscriber,3859,13.0215574
bluebikes,2017,10,8,NULL,Customer,537,58.8141527
bluebikes,2017,10,8,NULL,Subscriber,104,13.44451923
bluebikes,2017,10,9,1,Subscriber,6415,11.52784256
bluebikes,2017,10,9,2,Subscriber,2212,12.16017631
bluebikes,2017,10,9,NULL,Customer,779,66.28713736
bluebikes,2017,10,9,NULL,Subscriber,84,18.71714286
bluebikes,2017,10,10,1,Subscriber,4226,11.63964979
bluebikes,2017,10,10,2,Subscriber,1519,14.00737986
bluebikes,2017,10,10,NULL,Customer,1212,95.17027228
bluebikes,2017,10,10,NULL,Subscriber,69,27.33985507
bluebikes,2017,10,11,1,Subscriber,4360,11.81358716
bluebikes,2017,10,11,2,Subscriber,1564,19.09529412
bluebikes,2017,10,11,NULL,Customer,1491,46.93628437
bluebikes,2017,10,11,NULL,Subscriber,104,25.70375
bluebikes,2017,10,12,1,Subscriber,5448,11.27190529
bluebikes,2017,10,12,2,Subscriber,1835,13.97144959
bluebikes,2017,10,12,NULL,Customer,1857,40.90051696
bluebikes,2017,10,12,NULL,Subscriber,123,17.20739837
bluebikes,2017,10,13,1,Subscriber,5027,11.75976726
bluebikes,2017,10,13,2,Subscriber,1856,14.42754849
bluebikes,2017,10,13,NULL,Customer,2088,36.12903736
bluebikes,2017,10,13,NULL,Subscriber,108,22.24333333
bluebikes,2017,10,14,1,Subscriber,5227,12.24445188
bluebikes,2017,10,14,2,Subscriber,1761,14.57930153
bluebikes,2017,10,14,NULL,Customer,2093,37.80329193
bluebikes,2017,10,14,NULL,Subscriber,106,21.25622642
bluebikes,2017,10,15,1,Subscriber,5717,12.65827357
bluebikes,2017,10,15,2,Subscriber,2047,16.54754275
bluebikes,2017,10,15,NULL,Customer,2162,57.40763182
bluebikes,2017,10,15,NULL,Subscriber,121,18.27421488
bluebikes,2017,10,16,1,Subscriber,9924,13.59250907
bluebikes,2017,10,16,2,Subscriber,3058,14.99189339
bluebikes,2017,10,16,NULL,Customer,2245,39.99181292
bluebikes,2017,10,16,NULL,Subscriber,140,18.81378571
bluebikes,2017,10,17,1,Subscriber,12507,16.510004
bluebikes,2017,10,17,2,Subscriber,3941,14.37730779
bluebikes,2017,10,17,NULL,Customer,2069,48.13273079
bluebikes,2017,10,17,NULL,Subscriber,214,22.77663551
bluebikes,2017,10,18,1,Subscriber,8695,12.73842438
bluebikes,2017,10,18,2,Subscriber,2821,12.92412265
bluebikes,2017,10,18,NULL,Customer,1253,33.3797925
bluebikes,2017,10,18,NULL,Subscriber,97,15.19298969
bluebikes,2017,10,19,1,Subscriber,5587,11.78630929
bluebikes,2017,10,19,2,Subscriber,1812,11.87300221
bluebikes,2017,10,19,NULL,Customer,831,47.76580024
bluebikes,2017,10,19,NULL,Subscriber,75,16.41146667
bluebikes,2017,10,20,1,Subscriber,4089,11.79999755
bluebikes,2017,10,20,2,Subscriber,1143,11.73370954
bluebikes,2017,10,20,NULL,Customer,517,42.14845261
bluebikes,2017,10,20,NULL,Subscriber,57,12.6345614
